name,address,city,state,zip,country,phone,lat,lng,url
"Western Massachusetts Health Center","3550 Main Street, Suite 201","Springfield","MA","1107","US","800-258-4448","42.1257438","-72.612091","https://www.plannedparenthood.org/health-center/massachusetts/springfield/01107/western-massachusetts-health-center-2662-90610"
"Alexandria Health Center","700 Cedar Street Suite 165","Alexandria","MN","56308","US","320-762-0766","45.8848136","-95.3836958","https://www.plannedparenthood.org/health-center/minnesota/alexandria/56308/alexandria-health-center-2858-90720"
"Waldorf Health Center","3975 St. Charles Parkway","Waldorf","MD","20602","US","410-576-1414","38.6138153","-76.8816118","https://www.plannedparenthood.org/health-center/maryland/waldorf/20602/waldorf-health-center-2900-90620"
"Capitol Plaza Health Center","1125 10th Street","Sacramento","CA","95814","US","916-444-7966","38.5788566","-121.4940692","https://www.plannedparenthood.org/health-center/california/sacramento/95814/capitol-plaza-health-center-2199-90130"
"St. Johnsbury Health Center","501 Portland St","Saint Johnsbury","VT","5819","US","802-751-7821","44.4211084","-72.005776","https://www.plannedparenthood.org/health-center/vermont/saint-johnsbury/05819/st-johnsbury-health-center-4092-91770"
"Lorain Health Center","200 W. 9th Street","Lorain","OH","44052","US","440-242-2087","41.4630986","-82.173825","https://www.plannedparenthood.org/health-center/ohio/lorain/44052/lorain-health-center-3436-91230"
"Upper Darby Health Center","7200 Chestnut Street","Upper Darby","PA","19082","US","610-626-9482","39.9594096","-75.2633307","https://www.plannedparenthood.org/health-center/pennsylvania/upper-darby/19082/upper-darby-health-center-4094-91460"
"Mishawaka Health Center","3005 Grape Rd.","Mishawaka","IN","46545","US","317-205-8088","41.6878428","-86.1874826","https://www.plannedparenthood.org/health-center/indiana/mishawaka/46545/mishawaka-health-center-2758-91810"
"Kenosha Health Center","3601 Roosevelt Road","Kenosha","WI","53142","US","262-654-0491","42.567906","-87.8520243","https://www.plannedparenthood.org/health-center/wisconsin/kenosha/53142/kenosha-health-center-2903-91860"
"Planned Parenthood Basics, Baldwin Hills/Crenshaw","3637 S. La Brea Ave","Los Angeles","CA","90016","US","800-576-5544","34.0205676","-118.355621","https://www.plannedparenthood.org/health-center/california/los-angeles/90016/planned-parenthood-basics-baldwin-hillscrenshaw-3939-90070"
"Harrisburg Medical Center","1514 North Second Street","Harrisburg","PA","17102","US","717-234-2468","40.2708669","-76.89362469999999","https://www.plannedparenthood.org/health-center/pennsylvania/harrisburg/17102/harrisburg-medical-center-3357-91410"
"Farmington","1308 E. 20th Street","Farmington","NM","87401","US","505-327-0451","36.7486007","-108.1907228","https://www.plannedparenthood.org/health-center/new-mexico/farmington/87401/farmington-2407-90210"
"Delavan Health Center","312 South 7th Street","Delavan","WI","53115","US","262-728-1849","42.6290304","-88.6379314","https://www.plannedparenthood.org/health-center/wisconsin/delavan/53115/delavan-health-center-2902-91860"
"Memphis Health Center near Summer and I240","835 Virginia Run Cove","Memphis","TN","38122","US","866-711-1717","35.15678","-89.88232199999999","https://www.plannedparenthood.org/health-center/tennessee/memphis/38122/memphis-health-center-near-summer-and-i240-4247-91550"
"Wilkes-Barre Medical Center","101 N. Main Street","Wilkes-Barre","PA","18701","US","570-824-8921","41.2479187","-75.87809279999999","https://www.plannedparenthood.org/health-center/pennsylvania/wilkes-barre/18701/wilkes-barre-medical-center-2761-91410"
"Bedford Heights Health Center","25350 Rockside Rd","Bedford Heights","OH","44146","US","440-232-8381","41.409114","-81.49970599999999","https://www.plannedparenthood.org/health-center/ohio/bedford-heights/44146/bedford-heights-health-center-4041-91230"
"Fort Wayne Health Center","2930 Lake Avenue.","Ft Wayne","IN","46805","US","317-205-8088","41.0897226","-85.1005543","https://www.plannedparenthood.org/health-center/indiana/ft-wayne/46805/fort-wayne-health-center-2907-91810"
"Cedar Falls Center","2520 Melrose Drive, Suite L","Cedar Falls","IA","50613","US","877-811-7526","42.5142585","-92.4308363","https://www.plannedparenthood.org/health-center/iowa/cedar-falls/50613/cedar-falls-center-2866-90380"
"Lafayette Health Center","964 Mezzanine Dr.","Lafayette","IN","47905","US","317-205-8088","40.4046629","-86.8331324","https://www.plannedparenthood.org/health-center/indiana/lafayette/47905/lafayette-health-center-2669-91810"
"Mary Ruth Duncan Health Center","700 West Highway 6 Suite B","Waco","TX","76712","US","254-759-5750","31.5176122","-97.2043276","https://www.plannedparenthood.org/health-center/texas/waco/76712/mary-ruth-duncan-health-center-4284-91620"
"Dayton Health Center","224 N Wilkinson Street","Dayton","OH","45402","US","937-226-0780","39.7626871","-84.19604929999998","https://www.plannedparenthood.org/health-center/ohio/dayton/45402/dayton-health-center-2192-91260"
"Iowa City Health Center","850 Orchard Street","Iowa City","IA","52246","US","877-811-7526","41.6493748","-91.5410302","https://www.plannedparenthood.org/health-center/iowa/iowa-city/52246/iowa-city-health-center-2470-90380"
"Winston-Salem Health Center","3000 Maplewood Ave, Ste. 112","Winston-Salem","NC","27103","US","336-768-2980","36.0798417","-80.2930721","https://www.plannedparenthood.org/health-center/north-carolina/winston-salem/27103/winston-salem-health-center-2845-90860"
"Claremont Health Center","136 Pleasant St.","Claremont","NH","3743","US","603-542-4568","43.3680472","-72.3406783","https://www.plannedparenthood.org/health-center/new-hampshire/claremont/03743/claremont-health-center-2741-91770"
"Roanoke Health Center","2207 Peters Creek Road","Roanoke","VA","24017","US","540-562-3457","37.3116822","-80.00597999999998","https://www.plannedparenthood.org/health-center/virginia/roanoke/24017/roanoke-health-center-2768-90860"
"St. George Health Center","595 South Bluff Street Suite 1","Saint George","UT","84770","US","435-674-9933","37.098326","-113.587044","https://www.plannedparenthood.org/health-center/utah/saint-george/84770/st-george-health-center-2813-91730"
"Hattiesburg Center","214 South 27th Avenue","Hattiesburg","MS","39401","US","601-296-6001","31.321822","-89.329781","https://www.plannedparenthood.org/health-center/mississippi/hattiesburg/39401/hattiesburg-center-4078-90330"
"Flagstaff Health Center","2500 S. Woodlands Village Blvd","Flagstaff","AZ","86001","US","928-779-3653","35.1779861","-111.6673313","https://www.plannedparenthood.org/health-center/arizona/flagstaff/86001/flagstaff-health-center-2566-90030"
"College Avenue Sarah Weddington Center","4575 College Ave","San Diego","CA","92115","US","888-743-7526","32.7603302","-117.0665784","https://www.plannedparenthood.org/health-center/california/san-diego/92115/college-avenue-sarah-weddington-center-2324-90110"
"Columbia Health Center","711 N Providence Road","Columbia","MO","65203","US","573-443-0427","38.9598666","-92.3344933","https://www.plannedparenthood.org/health-center/missouri/columbia/65203/columbia-health-center-2760-90740"
"Ames Health Center","2530 Chamberlain Street","Ames","IA","50014","US","877-811-7526","42.0211595","-93.6515217","https://www.plannedparenthood.org/health-center/iowa/ames/50014/ames-health-center-2385-90380"
"Patty Brous Health Center","1001 Emanuel Cleaver II Blvd.","Kansas City","MO","64110","US","816-756-2277","39.0414917","-94.573837","https://www.plannedparenthood.org/health-center/missouri/kansas-city/64110/patty-brous-health-center-2628-90740"
"Mesa Health Center","1235 S. Gilbert Rd.","Mesa","AZ","85204","US","602-277-7526","33.3925436","-111.7867951","https://www.plannedparenthood.org/health-center/arizona/mesa/85204/mesa-health-center-2810-90030"
"Mission Bay Mimi Brien Health Center","4501 Mission Bay Drive","San Diego","CA","92109","US","888-743-7526","32.803351","-117.216278","https://www.plannedparenthood.org/health-center/california/san-diego/92109/mission-bay-mimi-brien-health-center-2330-90110"
"Chula Vista Center","1295 Broadway #201","Chula Vista","CA","91911","US","888-743-7526","32.6039744","-117.0777194","https://www.plannedparenthood.org/health-center/california/chula-vista/91911/chula-vista-center-2328-90110"
"Escondido Center","347 W. Mission Avenue","Escondido","CA","92025","US","888-743-7526","33.12892120000001","-117.08977889999998","https://www.plannedparenthood.org/health-center/california/escondido/92025/escondido-center-2331-90110"
"Kearny Mesa Center","7526 Clairemont Mesa Blvd.","San Diego","CA","92111","US","888-743-7526","32.8334161","-117.1568419","https://www.plannedparenthood.org/health-center/california/san-diego/92111/kearny-mesa-center-2332-90110"
"Glendale Health Center","5771 W. Eugie","Glendale","AZ","85304","US","602-277-7526","33.6083883","-112.1835587","https://www.plannedparenthood.org/health-center/arizona/glendale/85304/glendale-health-center-3963-90030"
"Youngstown Health Center","77 E Midlothian Blvd.","Youngstown","OH","44507","US","330-788-2487","41.060611","-80.658878","https://www.plannedparenthood.org/health-center/ohio/youngstown/44507/youngstown-health-center-2847-91230"
"West Palm Beach Health Center","931 Village Blvd. Suite 904","West Palm Beach","FL","33409","US","561-683-0302","26.7156998","-80.1019729","https://www.plannedparenthood.org/health-center/florida/west-palm-beach/33409/west-palm-beach-health-center-2360-90320"
"Ellensburg Health Center","613 N. Pine St.","Ellensburg","WA","98926","US","866-904-7721","46.9984811","-120.5463627","https://www.plannedparenthood.org/health-center/washington/ellensburg/98926/ellensburg-health-center-2402-91850"
"Towson Health Center","8501 LaSalle Road , Suite 309","Towson","MD","21286","US","410-576-1414","39.3936889","-76.57612739999999","https://www.plannedparenthood.org/health-center/maryland/towson/21286/towson-health-center-2831-90620"
"Georgetown Health Center","8590 Georgetown Road","Indianapolis","IN","46268","US","317-205-8088","39.9102568","-86.2416728","https://www.plannedparenthood.org/health-center/indiana/indianapolis/46268/georgetown-health-center-2870-91810"
"Flossmoor Health Center","19831 Governors Highway","Flossmoor","IL","60422","US","708-960-0907","41.5291999","-87.69751919999999","https://www.plannedparenthood.org/health-center/illinois/flossmoor/60422/flossmoor-health-center-4360-90430"
"St. Petersburg Health Center","33 6th Street South","Saint Petersburg","FL","33701","US","727-898-8199","27.7705596","-82.6420771","https://www.plannedparenthood.org/health-center/florida/saint-petersburg/33701/st-petersburg-health-center-2273-90300"
"Rice Street Health Center - Viking Drive West","91 Viking Drive West","Saint Paul","MN","55117","US","651-489-1328","44.9908014","-93.0962099","https://www.plannedparenthood.org/health-center/minnesota/saint-paul/55117/rice-street-health-center-viking-drive-west-2706-90720"
"Gwinnett Center","798 Lawrenceville Suwanee Road","Lawrenceville","GA","30043","US","404-688-9300","33.9662491","-84.0242886","https://www.plannedparenthood.org/health-center/georgia/lawrenceville/30043/gwinnett-center-2271-90330"
"Ogdensburg Center","419 Ford Street","Ogdensburg","NY","13669","US","315-393-6544","44.6982153","-75.49125399999998","https://www.plannedparenthood.org/health-center/new-york/ogdensburg/13669/ogdensburg-center-2880-91210"
"Champaign Health Center","302 E Stoughton St.","Champaign","IL","61820","US","217-359-8022","40.113729","-88.2351709","https://www.plannedparenthood.org/health-center/illinois/champaign/61820/champaign-health-center-3283-90430"
"Walnut Creek Health Center","1357 Oakland Blvd.","Walnut Creek","CA","94596","US","925-935-3010","37.897068","-122.070055","https://www.plannedparenthood.org/health-center/california/walnut-creek/94596/walnut-creek-health-center-2571-90200"
"Coatesville Health Center","1001 East Lincoln Highway","Coatesville","PA","19320","US","610-383-5911","39.9865624","-75.8054551","https://www.plannedparenthood.org/health-center/pennsylvania/coatesville/19320/coatesville-health-center-2724-91460"
"Mobile Center","717 Downtowner Loop West","Mobile","AL","36609","US","404-688-9300","30.6744998","-88.14400590000001","https://www.plannedparenthood.org/health-center/alabama/mobile/36609/mobile-center-2911-90330"
"Port Angeles Health Center","426 East 8th Street","Port Angeles","WA","98362","US","800-769-0045","48.1101171","-123.432629","https://www.plannedparenthood.org/health-center/washington/port-angeles/98362/port-angeles-health-center-3972-91810"
"Corning Health Center","35 West William Street","Corning","NY","14830","US","607-962-4686","42.1501321","-77.06255069999997","https://www.plannedparenthood.org/health-center/new-york/corning/14830/corning-health-center-2345-91110"
"Fairbanks Health Center","1867 Airport Way, Suite 160B","Fairbanks","AK","99701","US","800-769-0045","64.8356782","-147.7566074","https://www.plannedparenthood.org/health-center/alaska/fairbanks/99701/fairbanks-health-center-2603-91810"
"First Avenue Family Planning Michelle Wagner Center","2017 First Avenue","San Diego","CA","92101","US","888-743-7526","32.726452","-117.163608","https://www.plannedparenthood.org/health-center/california/san-diego/92101/first-avenue-family-planning-michelle-wagner-center-4037-90110"
"Coachella Center","49-111 California 111 #6A","Coachella","CA","92236","US","888-743-7526","33.6922352","-116.185847","https://www.plannedparenthood.org/health-center/california/coachella/92236/coachella-center-2186-90110"
"Bloomington Health Center","421 S College Ave","Bloomington","IN","47403","US","317-205-8088","39.1622197","-86.5346067","https://www.plannedparenthood.org/health-center/indiana/bloomington/47403/bloomington-health-center-2639-91810"
"Riverside Flaster Family Health Center","3772 Tibbetts","Riverside","CA","92506","US","888-743-7526","33.9466245","-117.3991589","https://www.plannedparenthood.org/health-center/california/riverside/92506/riverside-flaster-family-health-center-2187-90110"
"Rancho Mirage Family Planning Center","71777 San Jacinto Drive, Suite 202","Rancho Mirage","CA","92270","US","888-743-7526","33.743704","-116.412801","https://www.plannedparenthood.org/health-center/california/rancho-mirage/92270/rancho-mirage-family-planning-center-2325-90110"
"La Crosse","1201 Caledonia St.","La Crosse","WI","54603","US","800-657-5177","43.84042599999999","-91.24702990000004","https://www.plannedparenthood.org/health-center/wisconsin/la-crosse/54603/la-crosse-9001-91860"
"Exeter Health Center","108 High Street","Exeter","NH","3833","US","603-772-9315","42.9802391","-70.9353711","https://www.plannedparenthood.org/health-center/new-hampshire/exeter/03833/exeter-health-center-2739-91770"
"Akron Health Center","444 West Exchange Street","Akron","OH","44302","US","330-535-2671","41.083708","-81.535068","https://www.plannedparenthood.org/health-center/ohio/akron/44302/akron-health-center-3344-91230"
"Vista Isabella Health Center","1964 Via Centre","Vista","CA","92081","US","888-743-7526","33.183784","-117.283787","https://www.plannedparenthood.org/health-center/california/vista/92081/vista-isabella-health-center-4186-90110"
"Edmond Clinic","3431 S. Boulevard, Suite 108","Edmond","OK","73013","US","405-348-9904","35.621215","-97.478722","https://www.plannedparenthood.org/health-center/oklahoma/edmond/73013/edmond-clinic-2840-90740"
"Waukesha Health Center","426 W Main Street","Waukesha","WI","53186","US","262-544-0708","43.0109404","-88.2348762","https://www.plannedparenthood.org/health-center/wisconsin/waukesha/53186/waukesha-health-center-2905-91860"
"Moreno Valley Center","12900 Frederick Street, Suite C","Moreno Valley","CA","92553","US","888-743-7526","33.9329463","-117.260768","https://www.plannedparenthood.org/health-center/california/moreno-valley/92553/moreno-valley-center-2188-90110"
"Northland Center","2900 NE 60th Street Suite 100","Gladstone","MO","64119","US","816-453-6000","39.1884884","-94.531212","https://www.plannedparenthood.org/health-center/missouri/gladstone/64119/northland-center-2629-90740"
"Staten Island Center","23 Hyatt Street","Staten Island","NY","10301","US","212-965-7000","40.6421085","-74.07727819999998","https://www.plannedparenthood.org/health-center/new-york/staten-island/10301/staten-island-center-3978-91110"
"The Bronx Center","349 E 149th Street, 2nd Floor (next to Citibank)","Bronx","NY","10451","US","212-965-7000","40.8187386","-73.92716439999998","https://www.plannedparenthood.org/health-center/new-york/bronx/10451/the-bronx-center-2524-91110"
"Merrillville Health Center","8645 Connecticut Street","Merrillville","IN","46410","US","317-205-8088","41.461532","-87.3326775","https://www.plannedparenthood.org/health-center/indiana/merrillville/46410/merrillville-health-center-2923-91810"
"Gary Health Center","1124 Broadway","Gary","IN","46407","US","317-205-8088","41.5913466","-87.33761869999998","https://www.plannedparenthood.org/health-center/indiana/gary/46407/gary-health-center-2920-91810"
"Warren Health Center","375 North Park Ave NW, Suite 1","Warren","OH","44481","US","330-399-5104","41.1794649","-80.8765205","https://www.plannedparenthood.org/health-center/ohio/warren/44481/warren-health-center-4217-91230"
"El Cajon Center","1685 E. Main  Street #301","El Cajon","CA","92021","US","888-743-7526","32.8110796","-116.9187864","https://www.plannedparenthood.org/health-center/california/el-cajon/92021/el-cajon-center-2329-90110"
"Planned Parenthood - Harlingen","712 N 77 Sunshine Strip, Ste. 18","Harlingen","TX","78550","US","956-423-8584","26.1993076","-97.6796404","https://www.plannedparenthood.org/health-center/texas/harlingen/78550/planned-parenthood-harlingen-2561-91710"
"Manitowoc Health Center","1100 South 30th Street","Manitowoc","WI","54220","US","920-684-1332","44.0869043","-87.68719209999999","https://www.plannedparenthood.org/health-center/wisconsin/manitowoc/54220/manitowoc-health-center-2580-91860"
"Lakeland Health Center","2250 E Edgewood Drive","Lakeland","FL","33803","US","863-665-5735","28.0138435","-81.9162957","https://www.plannedparenthood.org/health-center/florida/lakeland/33803/lakeland-health-center-2214-90300"
"Johnstown Health Center","817 Franklin Street","Johnstown","PA","15901","US","814-535-5545","40.3155784","-78.9150628","https://www.plannedparenthood.org/health-center/pennsylvania/johnstown/15901/johnstown-health-center-2246-91470"
"Mira Mesa Center","10717 Camino Ruiz Suite #258","San Diego","CA","92126","US","888-743-7526","32.914737","-117.14288","https://www.plannedparenthood.org/health-center/california/san-diego/92126/mira-mesa-center-2333-90110"
"Euclid Avenue Parker Center","220 Euclid Ave, Suite 30","San Diego","CA","92114","US","888-743-7526","32.7060579","-117.0860179","https://www.plannedparenthood.org/health-center/california/san-diego/92114/euclid-avenue-parker-center-2334-90110"
"Greensburg Health Center","125 Nature Park Road","Greensburg","PA","15601","US","724-552-0352","40.3039879","-79.497795","https://www.plannedparenthood.org/health-center/pennsylvania/greensburg/15601/greensburg-health-center-3962-91470"
"Corona Center","2079 Compton Avenue Suite #104","Corona","CA","92881","US","888-743-7526","33.8485311","-117.5357603","https://www.plannedparenthood.org/health-center/california/corona/92881/corona-center-9999-90110"
"Planned Parenthood West","1844 Broadwater #4","Billings","MT","59102","US","406-656-9980","45.7765582","-108.5636402","https://www.plannedparenthood.org/health-center/montana/billings/59102/planned-parenthood-west-2441-90790"
"Planned Parenthood - San Pedro","920 San Pedro Ave.","San Antonio","TX","78212","US","210-736-2475","29.442383900000003","-98.4988034","https://www.plannedparenthood.org/health-center/texas/san-antonio/78212/planned-parenthood-san-pedro-4248-91710"
"West Bend Health Center","532 Shepherds Drive","West Bend","WI","53090","US","262-338-1303","43.4304365","-88.2339532","https://www.plannedparenthood.org/health-center/wisconsin/west-bend/53090/west-bend-health-center-2906-91860"
"Norristown Health Center","1221 Powell Street","Norristown","PA","19401","US","610-279-6095","40.1234663","-75.3372924","https://www.plannedparenthood.org/health-center/pennsylvania/norristown/19401/norristown-health-center-3440-91460"
"Ottawa Health Center","612 Court Street","Ottawa","IL","61350","US","815-433-4111","41.3459358","-88.84204089999999","https://www.plannedparenthood.org/health-center/illinois/ottawa/61350/ottawa-health-center-2631-90430"
"Wicker Park Health Center","1152 N Milwaukee Ave","Chicago","IL","60642","US","773-252-2240","41.9025164","-87.6656223","https://www.plannedparenthood.org/health-center/illinois/chicago/60642/wicker-park-health-center-2267-90430"
"Fairfield Health Center","1325 Travis Blvd. #C","Fairfield","CA","94533","US","707-429-8855","38.25762759999999","-122.05198420000002","https://www.plannedparenthood.org/health-center/california/fairfield/94533/fairfield-health-center-2700-90200"
"Vallejo Health Center","303 Sacramento Street","Vallejo","CA","94590","US","707-643-4545","38.099692","-122.25878899999998","https://www.plannedparenthood.org/health-center/california/vallejo/94590/vallejo-health-center-2699-90200"
"Paterson Center","680 Broadway","Paterson","NJ","7514","US","973-345-3883","40.91774880000001","-74.14436519999998","https://www.plannedparenthood.org/health-center/new-jersey/paterson/07514/paterson-center-2557-90920"
"Antioch Health Center","1104 Buchanan Road #C10","Antioch","CA","94509","US","925-754-4550","37.9987504","-121.8230007","https://www.plannedparenthood.org/health-center/california/antioch/94509/antioch-health-center-2573-90200"
"Monticello Health Center","14 Prince Street","Monticello","NY","12701","US","845-562-7800","41.655002","-74.689933","https://www.plannedparenthood.org/health-center/new-york/monticello/12701/monticello-health-center-2615-91110"
"North Columbus Health Center","18 East 17th Avenue","Columbus","OH","43201","US","614-222-3604","39.9929821","-83.00122100000002","https://www.plannedparenthood.org/health-center/ohio/columbus/43201/north-columbus-health-center-2717-91230"
"Wilmington Center (DE)","625 N Shipley Street","Wilmington","DE","19801","US","302-655-7293","39.7427651","-75.5507495","https://www.plannedparenthood.org/health-center/delaware/wilmington/19801/wilmington-center-de-3272-90240"
"Washington Health Center","66 East Washington Avenue","Washington","NJ","7882","US","908-454-3000","40.7587515","-74.9781785","https://www.plannedparenthood.org/health-center/new-jersey/washington/07882/washington-health-center-2598-90900"
"Ironbound Health Center","70 Adams St, Suite 13","Newark","NJ","7105","US","973-465-7707","40.7298977","-74.157885","https://www.plannedparenthood.org/health-center/new-jersey/newark/07105/ironbound-health-center-2554-90920"
"San Francisco Health Center","1522 Bush Street","San Francisco","CA","94109","US","415-821-1282","37.7886494","-122.422614","https://www.plannedparenthood.org/health-center/california/san-francisco/94109/san-francisco-health-center-3997-90200"
"Derry Health Center","4 Birch Street","Derry","NH","3038","US","603-434-1354","42.8814457","-71.3234195","https://www.plannedparenthood.org/health-center/new-hampshire/derry/03038/derry-health-center-2742-91770"
"Orland Park Health Center","14470 S. LaGrange Rd.","Orland Park","IL","60462","US","708-349-2227","41.6265709","-87.8545983","https://www.plannedparenthood.org/health-center/illinois/orland-park/60462/orland-park-health-center-3102-90430"
"Diane L. Max Health Center","21-41 45th Road","Queens","NY","11101","US","212-965-7000","40.746553","-73.946146","https://www.plannedparenthood.org/health-center/new-york/queens/11101/diane-l-max-health-center-4184-91110"
"Joan Malin Brooklyn Health Center","44 Court Street, 6th Floor","Brooklyn","NY","11201","US","212-965-7000","40.6927256","-73.9911246","https://www.plannedparenthood.org/health-center/new-york/brooklyn/11201/joan-malin-brooklyn-health-center-2522-91110"
"Wichita Health Center","2226 E Central","Wichita","KS","67214","US","316-263-7575","37.693923","-97.30947500000002","https://www.plannedparenthood.org/health-center/kansas/wichita/67214/wichita-health-center-2876-90741"
"Camden Center","317 Broadway","Camden","NJ","8103","US","856-365-3519","39.9409866","-75.11956","https://www.plannedparenthood.org/health-center/new-jersey/camden/08103/camden-center-3312-90900"
"Northwest Health Center","13169 Northwest Freeway Suite 115","Houston","TX","77040","US","713-514-1107","29.847225500000004","-95.5040188","https://www.plannedparenthood.org/health-center/texas/houston/77040/northwest-health-center-4042-91650"
"Peoria Health Center","2709 N Knoxville Ave","Peoria","IL","61604","US","309-681-0350","40.6979167","-89.5831427","https://www.plannedparenthood.org/health-center/illinois/peoria/61604/peoria-health-center-3281-90430"
"Portage Health Center","132 W. Cook Street","Portage","WI","53901","US","608-742-1551","43.5393784","-89.4606758","https://www.plannedparenthood.org/health-center/wisconsin/portage/53901/portage-health-center-3920-91860"
"St. Peters Health Center","208 Mid Rivers Mall Center Dr.","Saint Peters","MO","63376","US","636-279-3339","38.7874699","-90.6298922","https://www.plannedparenthood.org/health-center/missouri/saint-peters/63376/st-peters-health-center-2709-90770"
"Plano Health Center","600 North Central Expressway","Plano","TX","75074","US","972-424-6311","33.00776","-96.70683239999998","https://www.plannedparenthood.org/health-center/texas/plano/75074/plano-health-center-4193-91620"
"East Orlando Health Center","11500 University Blvd","Orlando","FL","32817","US","407-246-1788","28.5970457","-81.2208404","https://www.plannedparenthood.org/health-center/florida/orlando/32817/east-orlando-health-center-2857-90300"
"Englewood Health Center","6059 S. Ashland Ave.","Chicago","IL","60636","US","773-434-3700","41.7832461","-87.66396430000002","https://www.plannedparenthood.org/health-center/illinois/chicago/60636/englewood-health-center-2264-90430"
"Chico Health Center","3100 Cohasset Rd.","Chico","CA","95973","US","530-342-8367","39.771913","-121.843076","https://www.plannedparenthood.org/health-center/california/chico/95973/chico-health-center-2770-90200"
"Buffalo Health Center","2697 Main Street","Buffalo","NY","14214","US","866-600-6886","42.940527","-78.837224","https://www.plannedparenthood.org/health-center/new-york/buffalo/14214/buffalo-health-center-3334-91040"
"Columbus Health Center","3200 Sycamore Court","Columbus","IN","47203","US","317-205-8088","39.2319006","-85.9197352","https://www.plannedparenthood.org/health-center/indiana/columbus/47203/columbus-health-center-2638-91810"
"Bloomington Health Center","1319 N. Veterans Parkway","Bloomington","IL","61704","US","309-827-4014","40.4772644","-88.9318082","https://www.plannedparenthood.org/health-center/illinois/bloomington/61704/bloomington-health-center-2891-90430"
"Utah Valley Health Center","1086 North 1200 West","Orem","UT","84057","US","801-226-5246","40.3169474","-111.724231","https://www.plannedparenthood.org/health-center/utah/orem/84057/utah-valley-health-center-2257-91730"
"Hilltop-Richmond Health Center","2970 Hilltop Mall Road #307","Richmond","CA","94806","US","510-222-5290","37.97759380000001","-122.329231","https://www.plannedparenthood.org/health-center/california/richmond/94806/hilltop-richmond-health-center-2791-90200"
"East Orange  Health Center","560 Dr. Martin Luther King Blvd., Ste. 100","East Orange","NJ","7018","US","973-674-4343","40.7670586","-74.2185215","https://www.plannedparenthood.org/health-center/new-jersey/east-orange/07018/east-orange-health-center-2551-90920"
"Southwest","1400 S Wadsworth Blvd.","Lakewood","CO","80232","US","303-988-3821","39.6911871","-105.08070039999998","https://www.plannedparenthood.org/health-center/colorado/lakewood/80232/southwest-2483-90210"
"Friday Harbor Health Center (San Juan Island)","470 Reed Street, Unit 2A","Friday Harbor","WA","98250","US","360-378-6010","48.5347519","-123.0201817","https://www.plannedparenthood.org/health-center/washington/friday-harbor/98250/friday-harbor-health-center-san-juan-island-2844-91780"
"Kent Health Center","138 E Main Street","Kent","OH","44240","US","330-678-8011","41.1535746","-81.35735489999999","https://www.plannedparenthood.org/health-center/ohio/kent/44240/kent-health-center-2849-91230"
"Upland Health Center","918 W. Foothill Blvd., #A","Upland","CA","91786","US","909-890-5511","34.10629190000001","-117.6636065","https://www.plannedparenthood.org/health-center/california/upland/91786/upland-health-center-2283-90160"
"South Austin Health Center","201 E. Ben White Blvd. - Bldg. B","Austin","TX","78704","US","512-351-4660","30.2212594","-97.7630823","https://www.plannedparenthood.org/health-center/texas/austin/78704/south-austin-health-center-2397-91620"
"Virginia Health Center","505 12th Avenue West","Virginia","MN","55792","US","218-741-8192","47.51784189999999","-92.5519057","https://www.plannedparenthood.org/health-center/minnesota/virginia/55792/virginia-health-center-2928-90720"
"Loop Health Center","18 S. Michigan Avenue","Chicago","IL","60603","US","312-592-6700","41.8814566","-87.62489849999999","https://www.plannedparenthood.org/health-center/illinois/chicago/60603/loop-health-center-3286-90430"
"Mt. Auburn Health Center","2314 Auburn Avenue","Cincinnati","OH","45219","US","513-287-6484","39.12364900000001","-84.507931","https://www.plannedparenthood.org/health-center/ohio/cincinnati/45219/mt-auburn-health-center-3346-91260"
"San Rafael Health Center","2 H Street","San Rafael","CA","94901","US","415-459-4907","37.9743624","-122.5383343","https://www.plannedparenthood.org/health-center/california/san-rafael/94901/san-rafael-health-center-4114-90200"
"Massapequa Center","35 Carmans Road","Massapequa","NY","11758","US","516-750-2500","40.6835714","-73.4305176","https://www.plannedparenthood.org/health-center/new-york/massapequa/11758/massapequa-center-2788-91110"
"Rogers Park Health Center","5725 North Broadway","Chicago","IL","60660","US","773-942-7193","41.98628920000001","-87.65941959999998","https://www.plannedparenthood.org/health-center/illinois/chicago/60660/rogers-park-health-center-2266-90430"
"Syracuse Health Center","1120 E Genesee Street","Syracuse","NY","13210","US","866-600-6886","43.0469124","-76.1325676","https://www.plannedparenthood.org/health-center/new-york/syracuse/13210/syracuse-health-center-2471-91040"
"Soldotna Health Center","130 East Redoubt Avenue","Soldotna","AK","99669","US","800-769-0045","60.488632","-151.067863","https://www.plannedparenthood.org/health-center/alaska/soldotna/99669/soldotna-health-center-2604-91810"
"Bellmawr","35 East Browning Road","Bellmawr","NJ","8031","US","856-861-6629","39.8671398","-75.07760769999999","https://www.plannedparenthood.org/health-center/new-jersey/bellmawr/08031/bellmawr-2612-90900"
"Evansville Health Center","125 N Weinbach #120","Evansville","IN","47711","US","317-205-8088","37.9792963","-87.5286824","https://www.plannedparenthood.org/health-center/indiana/evansville/47711/evansville-health-center-2637-91810"
"Eau Claire Health Center","967 W. Clairemont Avenue","Eau Claire","WI","54701","US","715-833-2279","44.800365","-91.5254871","https://www.plannedparenthood.org/health-center/wisconsin/eau-claire/54701/eau-claire-health-center-2694-91860"
